sid,group,n_flash,n_beep,response,accuracy,rt,location
SV210,Sighted Control,0.0,0.0,0,1,0.8556252000271343,2
SV210,Sighted Control,0.0,0.0,0,1,1.0058594000292942,22
SV210,Sighted Control,0.0,0.0,0,1,0.7559932000003755,14
SV210,Sighted Control,0.0,0.0,0,1,2.556447000009939,1
SV210,Sighted Control,0.0,0.0,0,1,0.5892317999969237,12
SV210,Sighted Control,0.0,0.0,0,1,0.8730804999941029,17
SV210,Sighted Control,0.0,0.0,0,1,0.8212327999644913,10
SV210,Sighted Control,0.0,0.0,0,1,0.6729674999951385,7
SV210,Sighted Control,0.0,0.0,0,1,0.6919491000007838,6
SV210,Sighted Control,0.0,0.0,0,1,0.6041596999857575,15
SV210,Sighted Control,0.0,0.0,0,1,0.5610964000225067,5
SV210,Sighted Control,0.0,0.0,0,1,0.5653512999997474,16
SV210,Sighted Control,0.0,0.0,0,1,0.5654855000320822,23
SV210,Sighted Control,0.0,0.0,0,1,0.568574599979911,2
SV210,Sighted Control,0.0,0.0,0,1,0.5633350999560207,17
SV210,Sighted Control,0.0,0.0,0,1,0.7059243999538012,14
SV210,Sighted Control,0.0,0.0,0,1,0.6217145000118762,12
SV210,Sighted Control,0.0,0.0,0,1,0.5606361000100151,20
SV210,Sighted Control,0.0,0.0,0,1,0.561689900001511,6
SV210,Sighted Control,0.0,0.0,0,1,0.5619821000145748,10
SV210,Sighted Control,0.0,0.0,0,1,0.6738628999446519,15
SV210,Sighted Control,0.0,0.0,0,1,0.5600052999798208,19
SV210,Sighted Control,0.0,0.0,0,1,0.5638031999696977,21
SV210,Sighted Control,0.0,0.0,0,1,0.889085199974943,5
SV210,Sighted Control,0.0,0.0,0,1,0.5599964000284672,9
SV210,Sighted Control,0.0,0.0,0,1,0.5650358999846503,9
SV210,Sighted Control,0.0,0.0,0,1,0.5636603999882936,2
SV210,Sighted Control,0.0,0.0,0,1,0.6048204000107944,20
SV210,Sighted Control,0.0,0.0,0,1,0.5602108999737538,11
SV210,Sighted Control,0.0,0.0,0,1,1.0391063999850303,18
SV210,Sighted Control,0.0,0.0,0,1,0.6904205000028014,23
SV210,Sighted Control,0.0,0.0,0,1,0.5577371999970637,8
SV210,Sighted Control,0.0,0.0,0,1,0.5570455999695696,11
SV210,Sighted Control,0.0,0.0,0,1,0.5885318000218831,4
SV210,Sighted Control,0.0,0.0,0,1,0.5601683999993838,7
