sid,group,n_flash,n_beep,response,accuracy,rt,location
SV206,Sighted Control,0.0,0.0,0,1,2.073066699987976,16
SV206,Sighted Control,0.0,0.0,0,1,1.4726136999961454,10
SV206,Sighted Control,0.0,0.0,0,1,2.440954999998212,6
SV206,Sighted Control,0.0,0.0,0,1,1.772070499981055,15
SV206,Sighted Control,0.0,0.0,0,1,1.4227246999798808,9
SV206,Sighted Control,0.0,0.0,0,1,1.638161900016712,21
SV206,Sighted Control,0.0,0.0,1,0,2.12268810000387,3
SV206,Sighted Control,0.0,0.0,0,1,2.2554600999865215,10
SV206,Sighted Control,0.0,0.0,0,1,1.057519099995261,6
SV206,Sighted Control,0.0,0.0,1,0,4.273936300014611,1
SV206,Sighted Control,0.0,0.0,1,0,1.2726900999841746,16
SV206,Sighted Control,0.0,0.0,0,1,3.422286500019254,24
SV206,Sighted Control,0.0,0.0,1,0,3.4900571999896783,11
SV206,Sighted Control,0.0,0.0,0,1,2.573540299985325,18
SV206,Sighted Control,0.0,0.0,0,1,1.0547680000017863,19
SV206,Sighted Control,0.0,0.0,0,1,1.0390810999961104,14
SV206,Sighted Control,0.0,0.0,0,1,1.789289700012887,2
SV206,Sighted Control,0.0,0.0,0,1,1.3722492000088096,22
SV206,Sighted Control,0.0,0.0,0,1,1.1893024999881163,17
SV206,Sighted Control,0.0,0.0,0,1,1.23987930000294,8
SV206,Sighted Control,0.0,0.0,0,1,1.1397644999960903,15
SV206,Sighted Control,0.0,0.0,0,1,1.6069004000164568,15
SV206,Sighted Control,0.0,0.0,0,1,1.206904399994528,9
SV206,Sighted Control,0.0,0.0,0,1,0.8900921999884304,14
SV206,Sighted Control,0.0,0.0,0,1,1.1062854999909177,5
SV206,Sighted Control,0.0,0.0,0,1,1.1567028000135906,20
SV206,Sighted Control,0.0,0.0,0,1,1.1565078000130598,12
SV206,Sighted Control,0.0,0.0,0,1,1.554695200000424,13
SV206,Sighted Control,0.0,0.0,0,1,1.0068113000015728,21
