sid,group,n_flash,n_beep,response,accuracy,rt,location
SV207,Sighted Control,0.0,0.0,1,0,1.9400167999847326,8
SV207,Sighted Control,0.0,0.0,0,1,1.3867661000113003,1
SV207,Sighted Control,0.0,0.0,0,1,1.8558846000232734,8
SV207,Sighted Control,0.0,0.0,0,1,1.991318099986529,21
SV207,Sighted Control,0.0,0.0,0,1,1.1392179999966174,3
SV207,Sighted Control,0.0,0.0,0,1,1.5392228999990039,2
SV207,Sighted Control,0.0,0.0,0,1,1.4558176999853458,5
SV207,Sighted Control,0.0,0.0,0,1,1.9224778000207152,7
SV207,Sighted Control,0.0,0.0,0,1,2.055949800007511,18
SV207,Sighted Control,0.0,0.0,0,1,1.0903475999948569,12
SV207,Sighted Control,0.0,0.0,0,1,1.2061916000093333,23
SV207,Sighted Control,0.0,0.0,0,1,1.0055163000070024,14
SV207,Sighted Control,0.0,0.0,0,1,0.957190899993293,11
SV207,Sighted Control,0.0,0.0,0,1,1.0385165000043344,21
SV207,Sighted Control,0.0,0.0,0,1,1.3225765000097454,17
SV207,Sighted Control,0.0,0.0,0,1,1.022705200011842,7
SV207,Sighted Control,0.0,0.0,0,1,0.9584998000063933,11
SV207,Sighted Control,0.0,0.0,0,1,0.5603399999963585,1
SV207,Sighted Control,0.0,0.0,0,1,1.1413069000118412,23
SV207,Sighted Control,0.0,0.0,0,1,2.406199299992295,2
SV207,Sighted Control,0.0,0.0,0,1,1.171549699996831,24
SV207,Sighted Control,0.0,0.0,0,1,1.339288299990585,9
SV207,Sighted Control,0.0,0.0,0,1,0.6054467000067234,16
SV207,Sighted Control,0.0,0.0,0,1,1.0058304999838583,8
SV207,Sighted Control,0.0,0.0,0,1,1.0559894999896642,22
SV207,Sighted Control,0.0,0.0,0,1,1.1384602000180166,12
SV207,Sighted Control,0.0,0.0,0,1,2.039050999999745,24
SV207,Sighted Control,0.0,0.0,0,1,2.0722672999836504,13
SV207,Sighted Control,0.0,0.0,0,1,1.1060226999979932,4
SV207,Sighted Control,0.0,0.0,0,1,0.9893161999934819,21
SV207,Sighted Control,0.0,0.0,0,1,1.3060522000014316,15
SV207,Sighted Control,0.0,0.0,0,1,0.9054648000164889,15
SV207,Sighted Control,0.0,0.0,0,1,0.871998699993128,14
SV207,Sighted Control,0.0,0.0,0,1,0.905358799995156,4
SV207,Sighted Control,0.0,0.0,0,1,0.8403950999781955,10
SV207,Sighted Control,0.0,0.0,0,1,1.8891998000035528,18
SV207,Sighted Control,0.0,0.0,0,1,0.9222106999950483,13
SV207,Sighted Control,0.0,0.0,0,1,0.6723831999988761,4
SV207,Sighted Control,0.0,0.0,0,1,1.2723859999969136,2
SV207,Sighted Control,0.0,0.0,0,1,1.2563052999903448,7
SV207,Sighted Control,0.0,0.0,0,1,0.6889997000107542,9
SV207,Sighted Control,0.0,0.0,0,1,1.272696600004565,20
SV207,Sighted Control,0.0,0.0,0,1,0.9065066000039224,9
SV207,Sighted Control,0.0,0.0,0,1,2.938825099990936,12
SV207,Sighted Control,0.0,0.0,0,1,0.872260100004496,11
SV207,Sighted Control,0.0,0.0,0,1,1.1222014999948442,10
SV207,Sighted Control,0.0,0.0,0,1,1.071432199998526,10
SV207,Sighted Control,0.0,0.0,0,1,0.8398773999942932,3
SV207,Sighted Control,0.0,0.0,0,1,0.6227275000128429,19
SV207,Sighted Control,0.0,0.0,0,1,0.5894371000176761,15
SV207,Sighted Control,0.0,0.0,0,1,0.9553906999935862,24
SV207,Sighted Control,0.0,0.0,0,1,0.8901344000187237,17
SV207,Sighted Control,0.0,0.0,0,1,2.9875944000086747,23
