subject_id,location,strategy,fit_type,error,bic,r2,pcommon,sigma_v,sigma_a,sigma_p,mu_p
LV001,raw,Averaging,mll,1029.4689953589623,2079.051233782817,0.49008552514523906,1.0,0.8805507600824716,0.3,0.65135760515154,0.10197751184078392
LV002,raw,Averaging,mll,591.7291118227708,1203.571466710434,0.8713414936463305,1.0,0.9989859229100588,0.3,2.99481342114407,0.1054046153589507
LV003,raw,Averaging,mll,525.7947562292579,1071.702755523408,0.9357334425220712,1.0,0.9468364358806278,0.3,2.711752000475694,0.2958752983119127
LV005,raw,Averaging,mll,665.6770391094952,1351.4673212838827,0.8395307685088168,1.0,0.9946968454796014,0.3,1.0127172757443814,0.25923505208410635
LV007,raw,Averaging,mll,299.7878198741889,619.6888828132702,0.9652086477475562,1.0,0.376096554347627,0.3,0.9743178507900464,2.835399348242485
LV008,raw,Averaging,mll,1077.7931761200455,2175.699595304983,0.42574322459363134,1.0,0.9999031940871631,0.3,0.6794946632262536,0.20128265136561424
LV009,raw,Averaging,mll,680.3888418022323,1380.8909266693568,0.715772002630267,1.0,0.7266713651163803,0.3,0.6441750764830455,0.13041387185525888
LV011,raw,Averaging,mll,780.3297702378898,1580.7727835406718,0.6056265853830913,1.0,0.9894561576207457,0.3,2.768442181602895,0.17675203141054435
LV012,raw,Averaging,mll,1200.7574236362461,2421.6280903373845,0.3131827932482498,1.0,0.9983488345021433,0.3,0.5876842340443035,0.10268485841932005
LV013,raw,Averaging,mll,1315.3244902337983,2650.762223532489,0.14922666139293228,1.0,0.9998092464085491,0.3,2.8830494998784273,0.10003943790638002
LV015,raw,Averaging,mll,391.3355749004211,802.7843928657345,0.7903969137341789,1.0,0.42926683420745004,0.3,0.5148115666343924,0.7845363516997642
LV016,raw,Averaging,mll,1381.586225123895,2783.2856933126823,0.10771608144111877,1.0,0.9529566713988288,0.3,2.9799449819545303,0.102448919037869
LV017,raw,Averaging,mll,267.492975071489,555.0991932078704,0.8096779244726765,1.0,0.6402126318910114,0.3,0.39289411554075815,0.8488988025671189
LV018,raw,Averaging,mll,181.0690999218588,382.25144290860993,0.9893818460749066,1.0,0.931977489739117,0.3,0.5312916872477466,1.0847211396466165
LV019,raw,Averaging,mll,190.01969776545167,400.1526385957957,0.9953027948108335,1.0,0.9883560086510204,0.3,0.9422999286592958,1.2489563153531276
LV020,raw,Averaging,mll,417.93000138471825,855.9732458343288,0.9657329969795934,1.0,0.9981494078196287,0.3,1.3562313368847305,2.969456505763817
LV021,raw,Averaging,mll,489.70698208453064,999.5272072339536,0.7849364492859847,1.0,0.7589707170759595,0.3,0.49338071991823657,0.5309464938491881
LV022,raw,Averaging,mll,942.2047255759591,1904.5226942168104,0.5571855273071642,1.0,0.8959935484769711,0.3,0.6090632471482254,0.14229512729173824
LV023,raw,Averaging,mll,1099.8263205444891,2219.7658841538705,0.46161880764614105,1.0,0.9950950358269832,0.3,2.6616399574812935,0.10867957783381109
LV024,raw,Averaging,mll,1198.8842456347911,2417.8817343344745,0.43958020757849803,1.0,0.9983583646701265,0.3,2.912284020709397,0.12331360918119989
LV025,raw,Averaging,mll,984.8846179682527,1989.8824790013975,0.5203051983052558,1.0,0.9259355919223553,0.3,0.6428798737047748,0.106521560048204
SV103,raw,Averaging,mll,408.98289801584804,838.0790390965884,0.9400987268885224,1.0,0.8313462910782706,0.3,0.5508495230000178,0.9240133853395558
SV110,raw,Averaging,mll,216.33134781700534,452.775938698903,0.9846472626558523,1.0,0.9192390977775485,0.3,0.5992029266902951,1.0583281928424353
SV111,raw,Averaging,mll,398.6110494109819,817.3353418868561,0.9785294354605936,1.0,0.992163365037767,0.3,1.2542876097410616,2.3650930151398932
SV113,raw,Averaging,mll,258.94529645557066,538.0038359760337,0.9946012251390169,1.0,0.9990760644811374,0.3,0.9110270577866478,1.3781480942395579
SV119,raw,Averaging,mll,307.06235825202396,634.2379595689403,0.8838927755515028,1.0,0.9732697396481237,0.3,0.4274896183914343,0.7303605467869246
SV201,raw,Averaging,mll,317.16998263931555,654.4532083435234,0.9635101150494357,1.0,0.8118440681305152,0.3,0.6448344851428052,1.0918362866657076
SV202,raw,Averaging,mll,385.63001145757323,791.3732659800388,0.7914641655902229,1.0,0.3880947857361954,0.3,0.5527131508714891,0.7775647842758323
SV203,raw,Averaging,mll,179.24852829565543,378.6102996562032,0.9918652340112305,1.0,0.9884271047823701,0.3,1.1438641339947797,2.5863935340554476
SV204,raw,Averaging,mll,284.07074885313784,588.254740771168,0.9854766269783442,1.0,0.9952647857200079,0.3,1.2069091158182264,2.7408816218450367
SV205,raw,Averaging,mll,335.29013080314843,690.6935046711892,0.8409228318890059,1.0,0.6293995045520759,0.3,0.4128682159072918,0.8258589951884912
SV206,raw,Averaging,mll,561.0782932594702,1142.2698295838327,0.8505120123995888,1.0,0.45426795795766706,0.3,1.2304739241798088,2.9145865102096375
SV207,raw,Averaging,mll,333.88919133223266,687.8916257293577,0.8019889834387379,1.0,0.46591772525241243,0.3,0.49608961212024183,0.7223026452410748
SV208,raw,Averaging,mll,236.0600526297618,492.23334832441594,0.9939650912947751,1.0,0.8552008520641278,0.3,0.6927629133173728,1.3229629706302886
SV209,raw,Averaging,mll,258.4733972891149,537.0600376431222,0.9936498894433312,1.0,0.9971105795626208,0.3,0.8665262210605783,1.8355637677660932
SV210,raw,Averaging,mll,148.2596817671586,316.63260659920957,0.9948692013820821,1.0,0.9493525297260933,0.3,0.8356353518062456,2.002216722182407
SV211,raw,Averaging,mll,242.75999630942306,505.63323568373846,0.9262439529134673,1.0,0.9633610477614344,0.3,0.4395707024470705,0.8398919669010239
SV212,raw,Averaging,mll,284.1463578632309,588.4059587913541,0.8188690030223734,1.0,0.4526039459365173,0.3,0.534426755881958,0.4146864434587356
SV213,raw,Averaging,mll,222.70564589949214,465.5245348638766,0.9941106580813975,1.0,0.9913645945126434,0.3,0.7130864193032279,1.2562424699617705
SV214,raw,Averaging,mll,227.92012111123972,475.9534852873718,0.8336270129128175,1.0,0.5707182355552072,0.3,0.3568304636785394,0.982521682579351
SV215,raw,Averaging,mll,350.76704158454845,721.6473262339892,0.9818347794646785,1.0,0.8034377043091093,0.3,1.0149915019249018,1.0934732226505652
SV216,raw,Averaging,mll,243.0526169505751,506.21847696604254,0.9497621047709307,1.0,0.9703449077379012,0.3,0.4728519508833135,0.83684599271223
LV001,visible,Averaging,mll,106.17783898080287,228.97946859708102,0.8819783444655933,1.0,0.41729482433844034,0.3,1.1220916732665505,0.3216211089257333
LV002,visible,Averaging,mll,223.53050730858172,463.2555027217167,0.8302442246899009,1.0,0.9981259332334343,0.3,2.9761595557240446,1.9575814237278548
LV003,visible,Averaging,mll,137.2332291773336,293.5451799606844,0.9934312399279586,1.0,0.9958343598258613,0.3,0.7157716395108932,1.2619237222853603
LV005,visible,Averaging,mll,281.1146886163135,580.8309047547551,0.9373998493117157,1.0,0.886611293646301,0.3,0.9135605066647393,0.7270796041310351
LV007,visible,Averaging,mll,299.7878198741889,619.6888828132702,0.9652086477475562,1.0,0.376096554347627,0.3,0.9743178507900464,2.835399348242485
LV008,visible,Averaging,mll,59.121369279393065,133.65013386993692,0.8525185983888302,1.0,0.6188081698157094,0.3,0.44263410094694033,0.7074879151478926
LV009,visible,Averaging,mll,181.78299552398826,382.1675185701046,0.8190515300362123,1.0,0.3384616954580796,0.3,0.9393928876590314,0.7172207198898752
LV011,visible,Averaging,mll,157.8087229183139,333.1042826894584,0.883896053522432,1.0,0.7463635910977594,0.3,0.23161586256032551,1.7106424446797055
